현재 시간,행동,결과,레벨,소지금,강화비용,판매가격,강화 성공률
2024-04-03 18:34:27:70,게임 실행,게임 시작,1,1000,0,0,0
2024-04-03 18:34:28:83,강화,강화 성공,1,990,10,100,100
2024-04-03 18:34:29:23,판매,판매,2,990,15,180,93
2024-04-03 18:34:29:66,강화,강화 성공,1,1160,10,100,100
2024-04-03 18:34:29:79,강화,강화 성공,2,1145,15,180,93
2024-04-03 18:34:29:92,강화,강화 성공,3,1123,22,324,86
2024-04-03 18:34:30:21,판매,판매,4,1123,34,583,80
2024-04-03 18:34:30:96,종료,게임 종료,1,1706,10,100,100
