시간,버튼,행동,플레이어 체력,보스 체력,점수,소유 경험치,총 경험치,공격력,공격 성공 확률,공격력 강화 레벨,정확도 강화 레벨
2024-04-17 23:55:57:86,게임 시작,게임 시작,3,0,0,0,0,0,0,0,0
2024-04-17 23:56:00:20,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:56:00:81,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:56:01:18,공격,실패,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:56:01:45,공격,성공,2,298,31,60,60,1,100,1,1
2024-04-17 23:56:01:73,공격,성공,2,297,61,90,90,1,91,1,1
2024-04-17 23:56:02:69,공격력 강화,성공,2,296,91,120,120,1,82.81,1,1
2024-04-17 23:56:02:86,공격력 강화,성공,2,296,91,100,120,2,82.81,2,1
2024-04-17 23:56:03:02,공격력 강화,성공,2,296,91,70,120,8,82.81,3,1
2024-04-17 23:56:03:61,공격,실패,2,296,91,25,120,15,82.81,4,1
2024-04-17 23:56:03:80,공격,성공,1,296,91,25,120,15,100,4,1
2024-04-17 23:56:04:00,공격,성공,1,281,40,55,150,15,91,4,1
2024-04-17 23:56:04:63,정확도 강화,성공,1,266,70,85,180,15,82.81,4,1
2024-04-17 23:56:04:86,정확도 강화,성공,1,266,70,70,180,15,87.81,4,2
2024-04-17 23:56:06:39,공격,성공,1,266,70,47,180,15,93.81,4,3
2024-04-17 23:56:06:71,공격,성공,1,251,62,77,210,15,85.3671,4,3
2024-04-17 23:56:11:14,공격,성공,1,236,92,107,240,15,77.684061,4,3
2024-04-17 23:56:11:34,공격,성공,1,221,122,137,270,15,70.69249551,4,3
2024-04-17 23:56:11:53,공격,실패,1,206,152,167,300,15,64.3301709141,4,3
2024-04-17 23:56:11:73,공격,다시하기,0,206,152,167,300,15,100,4,3
2024-04-17 23:56:13:94,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:56:14:17,공격,실패,3,299,1,30,30,1,91,1,1
2024-04-17 23:56:14:59,공격,성공,2,299,1,30,30,1,100,1,1
2024-04-17 23:56:14:89,공격,성공,2,298,31,60,60,1,91,1,1
2024-04-17 23:56:15:24,공격,성공,2,297,61,90,90,1,82.81,1,1
2024-04-17 23:56:15:56,공격,성공,2,296,91,120,120,1,75.3571,1,1
2024-04-17 23:56:15:89,공격,성공,2,295,121,150,150,1,68.574961,1,1
2024-04-17 23:56:16:19,공격,성공,2,294,151,180,180,1,62.40321451,1,1
2024-04-17 23:56:16:50,공격,실패,2,293,181,210,210,1,56.7869252041,1,1
2024-04-17 23:56:16:91,공격,성공,1,293,181,210,210,1,100,1,1
2024-04-17 23:56:17:54,공격,성공,1,292,211,240,240,1,91,1,1
2024-04-17 23:56:18:67,정확도 강화,성공,1,291,241,270,270,1,82.81,1,1
