시간,버튼,행동,플레이어 체력,보스 체력,점수,소유 경험치,총 경험치,공격력,공격 성공 확률,공격력 강화 레벨,정확도 강화 레벨
2024-04-17 00:24:01:36,게임 시작,게임 시작,3,0,0,0,0,0,0,0,0
2024-04-17 00:24:01:85,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 00:24:02:01,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 00:24:02:19,공격,성공,3,298,31,60,60,1,82.81,1,1
2024-04-17 00:24:02:39,공격,실패,3,297,61,90,90,1,75.3571,1,1
2024-04-17 00:24:02:60,공격,성공,2,297,61,90,90,1,100,1,1
2024-04-17 00:24:02:80,공격,성공,2,296,91,120,120,1,91,1,1
2024-04-17 00:24:02:99,공격,성공,2,295,121,150,150,1,82.81,1,1
2024-04-17 00:24:03:18,공격,실패,2,294,151,180,180,1,75.3571,1,1
2024-04-17 00:24:03:39,공격,성공,1,294,151,180,180,1,100,1,1
2024-04-17 00:24:03:59,공격,성공,1,293,181,210,210,1,91,1,1
2024-04-17 00:24:03:79,공격,성공,1,292,211,240,240,1,82.81,1,1
2024-04-17 00:24:04:02,공격,성공,1,291,241,270,270,1,75.3571,1,1
2024-04-17 00:24:04:38,공격,성공,1,290,271,300,300,1,68.574961,1,1
2024-04-17 00:24:04:67,공격,성공,1,289,301,330,330,1,62.40321451,1,1
2024-04-17 00:24:05:07,공격,성공,1,288,331,360,360,1,56.7869252041,1,1
2024-04-17 00:24:05:36,공격,성공,1,287,361,390,390,1,51.676101935731,1,1
2024-04-17 00:24:05:60,공격,성공,1,286,391,420,420,1,47.0252527615152,1,1
2024-04-17 00:24:05:85,공격,성공,1,285,421,450,450,1,42.7929800129789,1,1
2024-04-17 00:24:06:20,공격,실패,1,284,451,480,480,1,38.9416118118108,1,1
2024-04-17 00:24:08:21,공격,다시하기,0,284,451,480,480,1,100,1,1
2024-04-17 00:24:10:69,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 00:24:10:93,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 00:24:11:28,공격,성공,3,298,31,60,60,1,82.81,1,1
2024-04-17 00:24:11:46,공격,성공,3,297,61,90,90,1,75.3571,1,1
2024-04-17 00:24:11:64,공격,성공,3,296,91,120,120,1,68.574961,1,1
2024-04-17 00:24:11:82,공격,성공,3,295,121,150,150,1,62.40321451,1,1
2024-04-17 00:24:12:00,공격,성공,3,294,151,180,180,1,56.7869252041,1,1
2024-04-17 00:24:12:19,공격,실패,3,293,181,210,210,1,51.676101935731,1,1
2024-04-17 00:24:12:39,공격,성공,2,293,181,210,210,1,100,1,1
2024-04-17 00:24:12:59,공격,성공,2,292,211,240,240,1,91,1,1
2024-04-17 00:24:12:81,공격,실패,2,291,241,270,270,1,82.81,1,1
2024-04-17 00:24:13:01,공격,성공,1,291,241,270,270,1,100,1,1
2024-04-17 00:24:13:24,공격,성공,1,290,271,300,300,1,91,1,1
2024-04-17 00:24:13:45,공격,성공,1,289,301,330,330,1,82.81,1,1
2024-04-17 00:24:13:67,공격,실패,1,288,331,360,360,1,75.3571,1,1
2024-04-17 00:24:13:87,공격,다시하기,0,288,331,360,360,1,100,1,1
