현재 시간,행동,결과,레벨,소지금,강화비용,판매가격,강화 성공률
2024-04-16 17:51:03:28,게임 실행,게임 시작,1,1000,0,0,0
2024-04-16 17:51:03:83,강화,강화 성공,1,990,10,100,100
2024-04-16 17:51:04:35,강화,강화 성공,2,975,15,180,93
2024-04-16 17:51:04:52,강화,강화 성공,3,953,22,324,86
2024-04-16 17:51:04:68,강화,강화 성공,4,919,34,583,80
