현재 시간,행동,결과,레벨,소지금,강화비용,판매가격,강화 성공률
2024-04-16 18:24:59:62,게임 실행,게임 시작,0,1000,0,0,0
2024-04-16 18:25:02:28,강화,강화 성공,0,990,10,100,100
2024-04-16 18:25:02:79,판매,판매,1,990,15,180,93
2024-04-16 18:25:03:09,강화,강화 성공,0,1160,10,100,100
2024-04-16 18:25:03:36,판매,판매,1,1160,15,180,93
2024-04-16 18:25:03:62,강화,강화 성공,0,1330,10,100,100
2024-04-16 18:25:03:84,판매,판매,1,1330,15,180,93
