현재 시간,행동,결과,레벨,소지금,강화비용,판매가격,강화 성공률
2024-04-03 18:36:42:80,게임 실행,게임 시작,1,1000,0,0,0
2024-04-03 18:36:44:26,강화,강화 성공,1,990,10,100,100
2024-04-03 18:36:44:58,판매,판매,2,990,15,180,93
2024-04-03 18:36:45:13,종료,게임 종료,1,1170,10,100,100
